Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2017-12-29,39.55879211425781,134.34764099121094,58.4734992980957,88.38065338134766,281.047119140625,131.745361328125,100.491455078125,29.72214126586914,86.97997283935547,101.37171173095703,211.4536590576172,153.8656768798828,121.8477783203125,102.1048812866211,110.51839447021484,84.71595001220703,35.28572082519531,140.9191131591797,147.2908477783203,41.333248138427734,78.32449340820312,55.58648681640625,4.778075695037842,73.261474609375,126.69479370117188,113.1480484008789,191.38626098632812,107.42655944824219,32.77632522583008,28.84697914123535
2018-01-02,40.2670783996582,136.7425537109375,59.45050048828125,88.05137634277344,282.88641357421875,131.2938995361328,102.63438415527344,30.156721115112305,88.6405029296875,105.41678619384766,212.20899963378906,152.64793395996094,122.1258544921875,102.65726470947266,110.13080596923828,85.51603698730469,35.02422332763672,141.81968688964844,147.4597930908203,41.29652404785156,78.6999282836914,56.42184066772461,4.922529220581055,72.28072357177734,127.82566833496094,110.09493255615234,191.993896484375,107.88822937011719,33.14788055419922,28.80023956298828
2018-01-03,40.26006317138672,139.3229217529297,60.209999084472656,88.59423065185547,283.8013000488281,131.4945526123047,103.49940490722656,30.39729118347168,89.2866439819336,105.86937713623047,210.2335662841797,153.4435272216797,121.11679077148438,105.4791259765625,111.18285369873047,85.60316467285156,34.94731521606445,141.2220458984375,147.4535675048828,41.23776626586914,79.066162109375,56.41294479370117,5.246500015258789,72.19300842285156,128.33856201171875,110.4453125,194.00791931152344,108.96231079101562,32.46670913696289,29.051462173461914
2018-01-04,40.44707107543945,138.73574829101562,60.47949981689453,90.06785583496094,282.7243957519531,133.30039978027344,104.86576843261719,30.483285903930664,89.00874328613281,105.82222747802734,213.17176818847656,154.6612548828125,122.75352478027344,107.61543273925781,111.17495727539062,86.82946014404297,35.43953323364258,142.2127227783203,149.3810272216797,41.906192779541016,79.7620620727539,56.37739562988281,5.274155139923096,72.70332336425781,127.64026641845703,110.4453125,194.84999084472656,109.36748504638672,32.571990966796875,29.077749252319336
2018-01-05,40.90757751464844,139.5624237060547,61.457000732421875,90.27326965332031,294.3222961425781,135.40731811523438,106.26161193847656,30.905475616455078,88.86280822753906,105.24706268310547,212.0845184326172,156.27685546875,123.61153411865234,108.14119720458984,112.09249877929688,86.27206420898438,35.43183898925781,142.49923706054688,150.544921875,41.86213684082031,80.7509536743164,56.857295989990234,5.318850517272949,72.75113677978516,130.2851104736328,110.24512481689453,198.56556701660156,111.9866943359375,32.4976806640625,29.250099182128906
2018-01-08,40.75563049316406,139.52378845214844,62.34349822998047,89.44271087646484,295.5707092285156,138.80999755859375,107.0086898803711,31.22601890563965,89.30052947998047,103.73841094970703,209.005126953125,155.90335083007812,122.94418334960938,108.79341125488281,112.23484802246094,86.39949035644531,35.37800216674805,142.40101623535156,150.0568389892578,41.619720458984375,80.83336639404297,57.36383056640625,5.481822967529297,73.1338882446289,131.0082244873047,109.65283203125,195.11912536621094,112.4389419555664,32.44194030761719,29.682435989379883
2018-01-09,40.75094985961914,141.67149353027344,62.6349983215332,89.77310943603516,303.4615173339844,139.14447021484375,107.29376983642578,31.030559539794922,88.82112884521484,103.6629867553711,210.77310180664062,156.76388549804688,123.95323944091797,109.03302001953125,114.01461791992188,86.83746337890625,35.55489730834961,142.0817108154297,150.98924255371094,41.722564697265625,80.77842712402344,56.95504379272461,5.480342864990234,72.59963989257812,131.07310485839844,110.50366973876953,196.0914306640625,112.22224426269531,32.32295227050781,29.326061248779297
2018-01-10,40.74160385131836,141.269775390625,62.71649932861328,90.39830780029297,305.20550537109375,138.67623901367188,106.94972229003906,31.20256233215332,89.39087677001953,103.21980285644531,211.0967559814453,155.70855712890625,124.81133270263672,109.26594543457031,113.88018035888672,87.79303741455078,35.43183898925781,142.05714416503906,150.90162658691406,42.089839935302734,80.41214752197266,57.07057189941406,5.523308277130127,72.13719940185547,129.6269989013672,110.20340728759766,194.6330108642578,112.09976196289062,32.37305450439453,29.115724563598633
2018-01-11,40.97301483154297,140.57443237304688,63.83399963378906,89.96070098876953,312.6960144042969,141.46029663085938,107.2446060180664,31.35111427307129,92.10747528076172,104.65303802490234,211.76083374023438,158.04656982421875,125.47074127197266,109.2792739868164,114.52876281738281,88.26286315917969,35.40876770019531,141.9588623046875,151.6337890625,42.310211181640625,80.65025329589844,57.13278579711914,5.53318452835083,71.88202667236328,131.42837524414062,110.39527130126953,195.66607666015625,112.91002655029297,32.6360969543457,29.21796989440918
2018-01-12,41.39612579345703,142.95388793945312,65.26000213623047,90.17501068115234,320.4057312011719,142.37998962402344,108.365234375,31.953123092651367,92.82310485839844,106.04853057861328,213.33782958984375,159.45921325683594,126.38442993164062,108.57378387451172,115.29602813720703,89.7200927734375,35.493370056152344,142.10626220703125,152.9854736328125,43.088829040527344,82.04200744628906,57.47047424316406,5.506022930145264,71.45146179199219,133.73956298828125,112.38895416259766,198.48745727539062,113.14556884765625,32.47952651977539,29.466262817382812
2018-01-16,41.185733795166016,143.3402099609375,65.24299621582031,89.61239624023438,319.40509033203125,141.55227661132812,107.03817749023438,31.69512367248535,91.71837615966797,104.37015533447266,214.52471923828125,159.36990356445312,125.44692993164062,109.04631042480469,116.1661605834961,89.40154266357422,35.785621643066406,142.19635009765625,153.15451049804688,45.59365463256836,80.89746856689453,56.359642028808594,5.435153484344482,71.93785095214844,130.9680633544922,113.04794311523438,202.18563842773438,113.42822265625,32.354270935058594,29.413694381713867
2018-01-17,41.86597442626953,145.24838256835938,64.75,89.98747253417969,334.51007080078125,140.8750762939453,108.16863250732422,32.211124420166016,91.9615478515625,105.57707214355469,210.53240966796875,162.21942138671875,125.86007690429688,112.24079895019531,116.26107025146484,89.97490692138672,36.0086555480957,143.26065063476562,155.26333618164062,45.56427764892578,82.53646087646484,56.70622634887695,5.5489888191223145,72.71923828125,131.91661071777344,114.16573333740234,206.98635864257812,114.9262924194336,32.391841888427734,30.00086212158203
2018-01-18,41.90338134765625,144.9239501953125,64.66600036621094,89.1836929321289,324.17010498046875,141.15101623535156,109.86920166015625,32.289302825927734,91.42658996582031,104.11557006835938,208.30795288085938,161.00978088378906,125.35955810546875,112.55363464355469,116.21361541748047,90.18994140625,36.05480194091797,142.9249725341797,153.8865966796875,44.90318298339844,82.49986267089844,56.972816467285156,5.542074203491211,72.45410919189453,133.09689331054688,114.56611633300781,211.09259033203125,115.99095153808594,32.285377502441406,30.468250274658203
2018-01-19,41.71638107299805,146.2295379638672,64.72899627685547,87.54931640625,321.85430908203125,143.13319396972656,110.0264892578125,32.2814826965332,91.22506713867188,104.27586364746094,212.58250427246094,163.44528198242188,126.08255004882812,108.06132507324219,116.5616226196289,89.99082946777344,36.270145416259766,144.19400024414062,155.30715942382812,45.01335144042969,82.40827178955078,59.72770309448242,5.682083606719971,73.1691665649414,133.10923767089844,114.99156951904297,211.25758361816406,115.60462951660156,32.51083755493164,30.55297088623047
2018-01-22,41.375091552734375,148.5858612060547,66.3655014038086,87.8083267211914,322.11163330078125,143.536376953125,110.97016143798828,32.57076644897461,92.10053253173828,104.7567367553711,217.0645751953125,165.98626708984375,125.96337127685547,108.21439361572266,117.1786117553711,91.04194641113281,36.4393424987793,144.26766967773438,154.7563934326172,44.9913215637207,83.88246154785156,58.99897003173828,5.770481586456299,73.8280029296875,131.99072265625,116.24283599853516,211.43984985351562,117.140380859375,33.48158264160156,30.804183959960938
